"","Age","Experience","Income","Family","CCAvg","Education","Mortgage","Personal.Loan","Securities.Account","CD.Account","Online","CreditCard","EducationNumber","logit.reg.pred"
"3069",56,26,90,2,4.5,"Advanced/Professional",0,0,0,0,0,0,3,0.221523185715158
"3072",32,8,74,4,0.1,"Graduate",257,0,0,0,0,1,2,0.0284273854235596
"3074",29,5,149,1,1.5,"Undergrad",0,0,0,0,1,0,1,0.0156576549340633
"3077",29,-1,62,2,1.75,"Advanced/Professional",0,0,0,0,0,1,3,0.00608665639261711
"3078",46,21,44,1,0.3,"Undergrad",110,0,1,0,1,0,1,0.0000137665523763683
"3079",38,13,63,3,0.5,"Advanced/Professional",190,0,1,1,1,1,3,0.0897740385863912
"3080",55,31,23,2,0.3,"Undergrad",0,0,0,0,1,1,1,0.00000362365828262186
"3085",26,0,129,3,0.7,"Graduate",0,1,0,0,0,0,2,0.605840339678843
"3086",55,29,71,3,0.3,"Graduate",0,0,0,0,0,1,2,0.0169272136135034
"3088",57,33,15,2,0.3,"Undergrad",0,0,0,0,1,0,1,0.00000767692825969596
"3092",58,32,42,3,1.4,"Advanced/Professional",158,0,0,0,0,1,3,0.00413994106664273
"3094",29,5,34,4,0.4,"Graduate",0,0,0,0,0,1,2,0.00178277069247064
"3095",50,23,19,1,0.5,"Graduate",104,0,0,0,0,1,2,0.00025247624831969
"3096",49,25,43,1,1.6,"Graduate",0,0,0,0,1,1,2,0.000570866178340981
"3099",41,16,21,2,0.1,"Graduate",0,0,0,0,0,0,2,0.00108397144278112
"3101",52,27,81,4,3.8,"Graduate",0,0,0,0,0,1,2,0.082177385643021
"3103",49,25,30,4,0.9,"Graduate",0,0,0,0,0,1,2,0.00203382207331554
"3104",52,22,55,3,1.4,"Advanced/Professional",0,0,0,0,1,0,3,0.0173418403304853
"3105",56,31,48,2,2.1,"Advanced/Professional",0,0,0,0,0,1,3,0.00299730543363416
"3106",30,4,23,4,0.3,"Graduate",121,0,0,0,0,0,2,0.00390733222324794
"3107",36,10,21,3,0.1,"Graduate",0,0,0,0,0,0,2,0.00184357547924926
"3109",42,15,21,3,1,"Graduate",0,0,0,0,1,0,2,0.00141896723500762
"3110",60,34,40,3,2.2,"Advanced/Professional",0,0,1,0,1,0,3,0.00343767589095081
"3112",34,9,78,3,0.6,"Graduate",0,0,0,0,1,0,2,0.0360740372155886
"3115",29,4,55,4,2,"Graduate",0,0,1,0,1,0,2,0.00874068849864451
"3118",42,16,65,3,0.5,"Advanced/Professional",256,0,0,0,1,0,3,0.0251960173176031
"3123",38,14,54,2,0.6,"Advanced/Professional",218,0,0,0,0,0,3,0.0105791715865023
"3129",38,12,64,2,1.8,"Undergrad",0,0,0,0,0,0,1,0.000315157219586216
"3132",47,22,61,3,2.7,"Graduate",168,0,0,0,1,1,2,0.00783014943252432
"3133",32,7,83,2,2.5,"Undergrad",148,0,1,0,1,0,1,0.0003343893981729
"3135",54,30,22,2,0.4,"Undergrad",89,0,0,0,1,0,1,0.0000128035943666956
"3138",61,36,13,3,0.5,"Undergrad",0,0,0,0,1,0,1,0.0000136368267215997
"3141",33,7,31,4,1,"Undergrad",0,0,0,0,1,1,1,0.0000162550274735455
"3149",48,22,19,2,0.1,"Advanced/Professional",106,0,0,0,0,0,3,0.00126088713524681
"3153",40,15,83,1,1,"Advanced/Professional",0,0,0,0,0,0,3,0.0336212167686745
"3154",31,5,18,4,0.3,"Graduate",0,0,0,0,0,1,2,0.000746473499598883
"3155",27,1,99,1,3,"Advanced/Professional",149,1,0,0,0,1,3,0.0386458307304926
"3156",55,29,62,3,0.3,"Graduate",0,0,0,0,1,0,2,0.0186325028334249
"3157",54,30,24,1,0.1,"Graduate",0,0,0,0,0,0,2,0.000867059821276841
"3158",23,-1,13,4,1,"Undergrad",84,0,0,0,1,0,1,0.0000150029621108793
"3162",28,4,88,1,5.4,"Undergrad",0,0,0,0,1,0,1,0.000649516450401518
"3163",33,7,28,4,0.8,"Undergrad",0,0,0,0,1,0,1,0.000044243642249955
"3164",51,27,52,2,1,"Advanced/Professional",0,0,0,0,0,0,3,0.00947477809361567
"3166",63,37,140,2,6.9,"Undergrad",97,0,0,0,0,1,1,0.0395713938619147
"3169",51,25,180,1,1.7,"Undergrad",0,0,0,0,1,0,1,0.152610531433096
"3170",52,28,55,1,1.6,"Graduate",227,0,0,0,0,0,2,0.0096632053625826
"3171",43,16,65,3,2.67,"Graduate",100,0,0,0,0,0,2,0.0556354158050906
"3172",39,12,62,3,2.33,"Graduate",0,0,0,0,0,0,2,0.037344622234459
"3173",35,9,23,4,0.3,"Undergrad",0,0,0,0,0,0,1,0.0000537178976976277
"3174",34,10,35,1,1.7,"Undergrad",0,0,0,0,1,0,1,0.0000138884475792199
"3178",30,4,83,2,1.5,"Advanced/Professional",199,0,0,0,0,1,3,0.0215416552753769
"3179",46,21,71,4,1.9,"Advanced/Professional",0,0,0,0,0,0,3,0.0971254342186182
"3180",43,17,53,2,0.7,"Undergrad",130,0,1,0,1,0,1,0.0000464054364913641
"3181",27,3,103,2,0.6,"Undergrad",84,0,0,0,0,0,1,0.00246701288192919
"3183",58,33,60,2,1.9,"Graduate",94,0,1,0,1,0,2,0.00677995753149513
"3184",44,17,12,3,0.67,"Graduate",0,0,0,0,1,0,2,0.000787808612543369
"3194",31,7,140,1,4,"Undergrad",0,0,0,0,0,1,1,0.00721032722026471
"3196",55,29,35,3,1.4,"Undergrad",0,0,0,0,0,0,1,0.000106792605686902
"3199",34,9,55,4,2,"Graduate",147,0,0,0,0,1,2,0.0115999381237429
"3200",33,9,20,4,0.7,"Graduate",0,0,0,0,1,0,2,0.00160323346582718
"3202",28,3,81,4,0.2,"Undergrad",0,0,0,0,0,0,1,0.00170217178498777
"3203",30,4,25,2,0.3,"Undergrad",0,0,1,0,1,0,1,0.00000532405936240868
"3208",56,32,84,1,4.3,"Undergrad",0,0,0,0,1,1,1,0.000189050813658533
"3209",53,29,61,4,1.6,"Graduate",0,0,0,0,1,0,2,0.0318889081564184
"3210",42,16,173,2,1.5,"Graduate",373,1,0,1,1,1,2,0.994742693803195
"3213",61,35,59,1,2.8,"Graduate",0,0,0,0,0,0,2,0.0150051900465024
"3215",61,37,33,3,0.1,"Advanced/Professional",0,0,0,0,1,0,3,0.00286414802641758
"3216",40,15,19,4,0.2,"Advanced/Professional",0,0,0,0,1,0,3,0.00162145681308821
"3224",43,18,29,1,0.5,"Advanced/Professional",0,0,0,0,1,0,3,0.000646205377396519
"3225",45,21,58,3,0.3,"Advanced/Professional",0,0,1,0,1,0,3,0.00549728852551445
"3226",52,28,38,4,0.9,"Graduate",0,0,0,0,0,1,2,0.00350907798064071
"3227",32,8,82,3,1.5,"Undergrad",0,0,0,0,1,1,1,0.000218964108807033
"3228",31,7,18,1,0.4,"Advanced/Professional",0,0,0,0,1,0,3,0.000250992141622524
"3233",55,25,65,4,2,"Advanced/Professional",0,0,0,0,1,0,3,0.0619170644540437
"3234",46,20,111,1,0,"Undergrad",329,0,0,0,0,0,1,0.00421291835745758
"3235",37,12,114,3,0.6,"Graduate",0,0,0,0,1,0,2,0.27249404232691
"3238",35,9,22,3,0.1,"Graduate",0,0,0,1,1,1,2,0.0116415332946233
"3244",52,26,31,4,1.5,"Advanced/Professional",0,0,0,0,1,0,3,0.0054007713694781
"3246",47,22,81,4,3.6,"Advanced/Professional",0,0,0,0,1,1,3,0.0435512614335804
"3249",31,6,92,2,3.3,"Undergrad",0,0,0,0,0,0,1,0.00198074790318483
"3250",50,25,81,1,1.2,"Undergrad",0,0,0,0,0,0,1,0.000541043206618333
"3251",36,11,101,3,1.2,"Advanced/Professional",0,0,1,0,0,1,3,0.0435212148977625
"3252",52,26,78,3,3,"Graduate",0,0,0,0,0,1,2,0.0383547784491174
"3254",55,30,35,1,1.5,"Graduate",118,0,0,0,0,1,2,0.000789988748716683
"3257",34,9,41,1,2.5,"Advanced/Professional",0,0,0,0,0,0,3,0.00291329623480456
"3258",59,35,84,1,1.8,"Advanced/Professional",0,0,0,0,1,0,3,0.0293760824765895
"3261",55,30,84,2,0,"Advanced/Professional",0,0,0,0,0,0,3,0.0636891975344819
"3262",64,40,131,1,3.8,"Undergrad",0,0,0,0,0,0,1,0.0217855831629809
"3263",44,19,85,2,3.8,"Advanced/Professional",0,0,0,0,1,0,3,0.0616264354634246
"3267",57,31,39,1,2.2,"Advanced/Professional",0,0,0,0,1,1,3,0.000617833981355228
"3270",58,34,68,2,2.8,"Undergrad",113,0,0,0,0,0,1,0.000651126809032474
"3271",50,23,179,4,3.6,"Graduate",0,1,0,0,1,0,2,0.988485306274747
"3272",52,27,93,4,4.1,"Graduate",0,1,0,0,0,1,2,0.166479871189347
"3274",40,15,180,1,4.1,"Undergrad",0,0,0,0,0,0,1,0.272465996041138
"3281",58,33,98,1,2.6,"Undergrad",0,0,0,0,0,0,1,0.00222970464532911
"3283",45,21,91,1,4.7,"Undergrad",0,0,0,0,1,0,1,0.000901326202183337
"3285",25,-1,101,4,2.1,"Advanced/Professional",0,0,0,0,0,1,3,0.142680815118838
"3286",38,13,65,3,0.7,"Graduate",0,0,0,0,1,0,2,0.0175605827003394
"3287",62,36,58,1,2.8,"Graduate",0,0,0,0,0,1,2,0.00425870536660574
"3291",52,27,113,1,0.1,"Advanced/Professional",0,0,0,0,0,0,3,0.190796982400391
"3292",53,28,38,1,1.3,"Graduate",0,0,0,0,1,0,2,0.00151767696561642
"3295",42,12,29,3,2,"Advanced/Professional",0,0,0,0,0,0,3,0.00571444481839025
"3298",57,32,23,1,0.3,"Advanced/Professional",0,0,0,0,1,1,3,0.000156000705242198
"3300",60,34,90,4,1.9,"Graduate",0,0,0,0,1,0,2,0.21072486770577
"3302",48,22,59,4,2.6,"Undergrad",0,0,0,0,1,1,1,0.000153591615461106
"3303",37,11,28,2,0.8,"Advanced/Professional",0,0,0,0,0,0,3,0.00187014997711721
"3304",55,29,28,2,0.7,"Graduate",82,0,0,0,1,1,2,0.000448971506691783
"3305",42,17,108,3,1,"Undergrad",383,0,0,0,1,0,1,0.00661638217230745
"3306",39,13,78,1,2.8,"Advanced/Professional",0,0,0,0,0,0,3,0.0345395444262594
"3307",47,22,65,1,2.4,"Undergrad",0,0,0,0,1,0,1,0.000132034717959481
"3309",48,23,108,2,3.8,"Advanced/Professional",0,0,0,0,0,1,3,0.132107985736758
"3312",49,25,24,1,0.3,"Undergrad",0,0,0,0,0,0,1,0.0000121253336578063
"3313",47,22,190,2,8.8,"Undergrad",0,0,0,0,0,0,1,0.745386097793538
"3317",56,26,63,3,2,"Advanced/Professional",0,0,0,0,1,0,3,0.0330503921834221
"3318",65,41,79,3,2,"Advanced/Professional",0,0,0,0,0,0,3,0.115802887302597
"3324",60,35,20,1,1.3,"Undergrad",0,0,0,0,1,0,1,0.00000795476201826813
"3325",57,31,41,1,1.4,"Undergrad",0,0,1,0,1,0,1,0.0000151118168014334
"3329",45,20,22,1,0.1,"Undergrad",0,0,0,0,0,0,1,0.0000103401406250169
"3331",34,9,32,4,1.1,"Advanced/Professional",0,0,0,0,1,0,3,0.00387723780499662
"3333",36,9,49,2,1.67,"Graduate",0,0,0,0,0,1,2,0.00249921081167635
"3334",37,13,79,4,0.1,"Graduate",280,0,0,0,1,0,2,0.0791164045671965
"3340",27,1,141,4,5.1,"Advanced/Professional",354,1,0,0,0,0,3,0.946118909419454
"3347",41,15,65,2,2.8,"Undergrad",0,0,0,0,1,1,1,0.0000696470662182012
"3349",61,35,18,3,0.3,"Advanced/Professional",0,0,0,0,0,0,3,0.00227903032074009
"3351",28,3,95,2,1.8,"Graduate",0,0,0,0,0,0,2,0.10926453933365
"3352",52,26,191,1,1.7,"Undergrad",0,0,0,0,1,0,1,0.267137958319857
"3353",34,4,19,1,0.67,"Advanced/Professional",83,0,0,0,1,0,3,0.000458298209115801
"3354",49,23,19,4,0.6,"Advanced/Professional",0,0,0,0,1,1,3,0.000620198060398632
"3356",49,23,93,1,2.4,"Undergrad",0,0,0,0,1,1,1,0.000246223842262318
"3358",32,6,112,1,2.7,"Graduate",408,0,1,1,1,1,2,0.562125830966038
"3364",58,34,54,4,1.3,"Graduate",0,0,0,0,1,0,2,0.0213175518260252
"3365",41,15,41,2,2.4,"Graduate",105,0,0,0,0,0,2,0.00660591052805464
"3366",38,8,21,1,0.67,"Advanced/Professional",0,0,0,0,1,0,3,0.00050214904203111
"3367",33,9,152,1,6,"Undergrad",0,0,0,0,1,1,1,0.0124671073247271
"3368",51,27,53,1,1.6,"Graduate",0,0,0,0,1,0,2,0.00372909379582629
"3369",45,18,163,3,5.33,"Graduate",0,1,0,1,0,1,2,0.9976178164556
"3377",46,21,170,2,2.8,"Undergrad",0,0,0,0,0,0,1,0.233894851903064
"3378",35,10,83,4,0.7,"Advanced/Professional",315,0,0,0,1,0,3,0.114738214379428
"3380",65,41,83,3,2,"Advanced/Professional",0,0,0,0,1,0,3,0.0876950158692887
"3381",64,38,21,1,0.8,"Graduate",76,0,0,0,0,1,2,0.000338809685978042
"3383",62,36,103,2,2.8,"Undergrad",0,0,1,1,1,0,1,0.0590327528550311
"3384",46,22,135,3,4.1,"Undergrad",213,1,0,0,1,0,1,0.0475253315033822
"3385",36,11,162,1,8.6,"Undergrad",153,0,1,0,1,0,1,0.0743705282663115
"3386",42,17,73,4,0.4,"Undergrad",0,0,1,0,0,0,1,0.000649166567584016
"3391",29,3,73,3,0.3,"Advanced/Professional",0,0,0,0,0,0,3,0.0426156691790407
"3395",25,-1,113,4,2.1,"Advanced/Professional",0,0,0,0,1,0,3,0.406587815211077
"3398",31,6,170,2,6.7,"Undergrad",137,0,0,0,1,0,1,0.236401044623741
"3399",40,14,62,2,2.4,"Graduate",0,0,0,0,1,1,2,0.00363802530805891
"3403",64,40,95,2,0,"Advanced/Professional",0,0,0,0,1,1,3,0.0240135346907673
"3404",54,29,82,3,3.7,"Graduate",0,1,0,0,1,0,2,0.0977765985679185
"3407",42,12,34,3,2,"Advanced/Professional",0,0,0,0,0,1,3,0.00231061116450031
"3409",45,21,71,4,1.9,"Undergrad",0,0,0,0,1,0,1,0.000836903903602581
"3410",29,5,113,2,2,"Graduate",84,0,0,0,1,1,2,0.0648939706704266
"3412",63,37,118,1,2,"Undergrad",427,0,0,0,0,0,1,0.0130026571002443
"3413",55,29,79,4,4.9,"Undergrad",0,0,0,0,0,0,1,0.00517562310906082
"3420",35,10,34,4,1.7,"Undergrad",87,0,0,0,1,1,1,0.0000236080152311243
"3421",66,41,114,1,0.8,"Advanced/Professional",0,0,0,0,1,1,3,0.0552491501523707
"3423",48,23,41,1,1.4,"Advanced/Professional",0,0,0,0,0,1,3,0.000884554230945827
"3424",61,35,38,2,1,"Advanced/Professional",0,0,0,0,0,0,3,0.00517318127055338
"3427",31,5,115,2,1.5,"Advanced/Professional",189,0,0,0,1,0,3,0.241853703994351
"3428",39,15,175,2,8,"Undergrad",0,0,0,0,1,0,1,0.323298096638274
"3430",39,14,28,2,1.4,"Graduate",108,0,0,0,0,1,2,0.000673501367576294
"3431",64,38,32,2,0.3,"Undergrad",0,0,0,0,1,1,1,0.00000821398759525763
"3433",47,23,32,1,1,"Undergrad",0,0,0,0,0,1,1,0.00000642483762562732
"3434",34,9,60,4,1.3,"Undergrad",0,0,1,0,0,0,1,0.00029560189357928
"3439",43,17,72,1,2.8,"Undergrad",271,0,0,0,1,0,1,0.000297262659967402
"3440",43,17,80,3,0.1,"Undergrad",0,0,0,1,1,1,1,0.00730816308854195
"3441",26,1,39,4,0.6,"Graduate",0,0,0,0,0,1,2,0.00255573091087559
"3444",44,18,54,1,2.8,"Undergrad",202,0,0,0,0,0,1,0.000157999398635128
"3446",37,13,38,1,1.5,"Graduate",116,0,0,0,0,1,2,0.000684326178935771
"3451",29,4,14,4,0.5,"Advanced/Professional",0,0,0,0,0,1,3,0.000544859997690442
"3452",54,30,70,1,1.6,"Advanced/Professional",251,0,0,0,1,1,3,0.00439847394901072
"3454",29,3,31,4,0.3,"Graduate",0,0,0,0,1,0,2,0.0031676415046197
"3463",58,33,28,2,0.5,"Graduate",146,0,1,0,1,0,2,0.00077128204392178
"3466",65,41,42,1,1.9,"Graduate",0,0,0,0,0,0,2,0.00424452774964649
"3467",33,6,53,2,1,"Graduate",96,0,0,0,0,1,2,0.00306329414351006
"3468",63,37,149,2,0.2,"Advanced/Professional",364,1,0,0,1,0,3,0.810716932634453
"3471",57,31,175,2,0.5,"Undergrad",429,0,0,0,1,1,1,0.0891136250174341
"3474",59,34,52,4,0.7,"Undergrad",0,0,1,0,0,0,1,0.000235935855759543
"3475",49,24,42,2,0.7,"Graduate",0,0,0,0,1,0,2,0.00287258777906849
"3479",31,6,133,1,1.5,"Advanced/Professional",0,1,0,0,0,0,3,0.431842428269212
"3481",64,39,49,2,1.5,"Undergrad",0,0,1,0,1,0,1,0.0000459368926422172
"3482",52,26,34,1,0.3,"Advanced/Professional",0,0,0,0,1,0,3,0.00103879749709412
"3484",60,36,195,1,4.7,"Undergrad",0,0,0,0,1,0,1,0.435054010240336
"3485",45,18,53,3,2.5,"Graduate",112,0,0,0,0,0,2,0.0274135826181175
"3487",25,1,20,4,1,"Undergrad",0,0,0,0,0,1,1,0.0000112441770527776
"3489",40,15,51,2,1.1,"Graduate",131,0,0,0,1,0,2,0.00545570402299472
"3490",36,12,154,3,6.4,"Undergrad",0,1,1,0,0,0,1,0.123044030183284
"3492",51,27,12,2,0.4,"Undergrad",0,0,0,0,0,1,1,0.00000304688021261693
"3494",54,28,33,2,0.4,"Advanced/Professional",0,0,0,0,1,0,3,0.00176610373243414
"3495",29,2,31,4,1.5,"Graduate",0,0,0,0,0,0,2,0.00714722918318462
"3500",49,23,114,1,0.3,"Undergrad",286,0,0,0,1,0,1,0.00304383436058384
"3506",64,39,103,1,0.8,"Advanced/Professional",0,0,0,0,1,1,3,0.0276748824390809
"3508",50,23,83,1,2.67,"Graduate",0,0,0,1,1,1,2,0.268746279384026
"3513",46,20,70,4,2.9,"Undergrad",0,0,0,0,0,1,1,0.000546605077884629
"3514",31,4,39,2,1,"Graduate",0,0,0,0,0,0,2,0.00375920491060838
"3515",35,9,41,4,1.2,"Graduate",0,0,0,0,1,0,2,0.00749852910917004
"3516",50,26,148,2,0.4,"Undergrad",508,0,0,0,0,0,1,0.0842357725679491
"3517",45,21,38,3,0.6,"Graduate",148,0,0,0,1,0,2,0.00398572719369286
"3518",30,6,95,1,3.9,"Advanced/Professional",146,1,0,0,0,1,3,0.0325102568177871
"3521",60,35,29,3,1.3,"Graduate",0,0,0,0,0,0,2,0.00500135514753016
"3525",58,33,15,4,0.9,"Graduate",0,0,0,0,0,0,2,0.00326974835037096
"3527",58,33,9,2,0.2,"Advanced/Professional",0,0,0,0,1,0,3,0.000379960816034604
"3529",43,17,41,3,2.2,"Graduate",0,0,0,0,1,0,2,0.00577831561445819
"3530",33,7,25,4,1,"Undergrad",0,0,0,0,1,1,1,0.0000111563656721449
"3532",38,12,58,3,0.9,"Advanced/Professional",128,0,0,0,0,1,3,0.0074198542482046
"3534",57,32,50,4,2.1,"Undergrad",211,0,0,0,0,0,1,0.000654947367900759
"3538",60,34,19,3,0.3,"Advanced/Professional",0,0,0,0,1,0,3,0.00136633151423137
"3539",26,0,23,1,0.1,"Graduate",0,0,0,0,0,0,2,0.000602295979810801
"3540",56,30,60,1,2.2,"Advanced/Professional",0,0,0,0,0,0,3,0.0133409858413696
"3541",39,15,30,4,0.3,"Undergrad",0,0,1,0,0,1,1,0.0000114201266541245
"3543",30,5,118,4,3,"Advanced/Professional",0,1,0,0,1,0,3,0.524979278409859
"3544",37,11,194,2,0,"Undergrad",0,0,0,0,0,0,1,0.445430931989045
"3545",45,19,109,3,1.1,"Undergrad",0,0,0,0,0,0,1,0.00899538551270209
"3546",48,22,174,1,2.4,"Undergrad",0,0,0,0,1,0,1,0.117107278663077
"3550",33,7,92,3,1.6,"Undergrad",0,0,0,0,0,0,1,0.00282589318960756
"3551",40,10,19,1,0.75,"Advanced/Professional",116,0,0,0,0,0,3,0.000923381818441607
"3552",60,35,55,3,0.5,"Graduate",172,0,0,0,0,0,2,0.0266211570636277
"3554",41,16,155,1,7,"Undergrad",0,0,0,0,0,0,1,0.11339700280832
"3557",35,11,30,1,1.7,"Undergrad",0,0,1,0,0,1,1,0.00000262128455472318
"3558",46,20,54,4,2.9,"Undergrad",189,0,0,0,1,1,1,0.000141807057847255
"3560",51,25,68,1,1.5,"Graduate",0,0,0,0,0,0,2,0.0182616365270498
"3561",31,5,65,4,2.2,"Graduate",126,0,0,0,1,0,2,0.0418074162876957
"3564",53,27,139,1,0.9,"Advanced/Professional",0,1,0,0,0,0,3,0.596922293611301
"3565",33,7,29,1,0.6,"Advanced/Professional",0,0,0,0,0,0,3,0.00105006147822082
"3566",40,15,43,2,1.1,"Graduate",0,0,0,0,0,1,2,0.00147393211180242
"3568",51,26,43,1,1.3,"Graduate",123,0,0,0,1,0,2,0.00231517053173162
"3569",30,4,194,2,4.5,"Undergrad",0,0,0,0,0,1,1,0.30924646523989
"3571",54,29,32,2,0.6,"Advanced/Professional",0,0,0,0,1,1,3,0.000476396915344267
"3572",42,18,153,3,5.6,"Undergrad",416,1,0,0,0,0,1,0.291004262214476
"3573",30,6,30,1,0.4,"Advanced/Professional",0,0,0,0,1,1,3,0.000154582460852932
"3575",56,30,64,3,0.3,"Graduate",0,0,0,0,0,1,2,0.0111415171097034
"3576",63,38,15,4,0.6,"Graduate",83,0,0,0,0,0,2,0.00368383844333208
"3577",56,30,70,3,0.3,"Graduate",0,0,0,0,0,0,2,0.0528045128086853
"3578",39,9,32,3,2,"Advanced/Professional",0,0,0,0,1,0,3,0.00377289749866641
"3584",30,3,33,4,1.5,"Graduate",85,0,0,0,0,0,2,0.00904021759567308
"3590",38,12,52,2,2.4,"Graduate",147,0,0,0,0,0,2,0.0131184603613339
"3591",32,7,64,2,0.1,"Undergrad",0,0,0,0,1,1,1,0.0000344794814744089
"3593",33,3,20,1,0.67,"Advanced/Professional",0,0,0,0,0,0,3,0.00076590789127026
"3599",37,11,61,3,0.9,"Graduate",0,0,0,0,0,0,2,0.0256369864788319
"3603",47,21,42,4,0.1,"Undergrad",0,0,0,0,1,1,1,0.0000344687781416643
"3604",51,25,45,4,0.1,"Undergrad",0,0,0,0,1,1,1,0.0000441818256164762
"3609",59,35,202,1,4.7,"Undergrad",553,0,0,0,0,0,1,0.794156182252091
"3613",50,25,99,1,4.6,"Undergrad",368,1,1,1,0,1,1,0.022873466223862
"3614",35,11,148,1,5.8,"Advanced/Professional",0,1,0,0,1,0,3,0.693670910169034
"3616",58,34,149,2,6,"Undergrad",0,0,0,0,1,1,1,0.0256494256174096
"3618",37,11,30,2,0.3,"Undergrad",146,0,0,0,0,0,1,0.0000338940502756529
"3620",45,20,42,1,0.3,"Advanced/Professional",0,0,0,0,1,0,3,0.00145511341846806
"3624",28,3,45,4,1.7,"Graduate",95,0,0,0,0,0,2,0.0171498723066373
"3625",58,28,70,1,1.4,"Advanced/Professional",0,0,0,0,0,0,3,0.0281669431564176
"3631",41,16,79,1,4,"Advanced/Professional",225,0,0,0,1,0,3,0.0321717484433248
"3634",51,25,93,1,0.3,"Undergrad",0,0,0,0,1,0,1,0.000608901172099582
"3635",59,35,73,4,2.3,"Advanced/Professional",0,0,0,0,0,0,3,0.12986815664548
"3638",39,14,104,3,1,"Undergrad",242,0,0,0,1,0,1,0.00420429318336376
"3639",47,22,38,4,1.9,"Advanced/Professional",0,0,0,0,1,0,3,0.00780622563087023
"3640",51,26,191,1,8.1,"Undergrad",0,0,1,0,1,0,1,0.324544643929161
"3643",55,29,21,4,0.7,"Advanced/Professional",0,0,1,0,1,0,3,0.00130971125120373
"3644",57,32,80,3,1.6,"Advanced/Professional",144,0,0,0,1,1,3,0.023741777005906
"3645",59,33,41,4,2.5,"Undergrad",174,0,0,0,0,0,1,0.000417231473965736
"3647",34,9,141,3,6.9,"Graduate",260,1,0,0,1,0,2,0.881009228439305
"3650",53,29,85,3,1.8,"Graduate",0,0,0,0,1,0,2,0.0815035312557027
"3651",47,21,93,2,0.8,"Advanced/Professional",107,0,0,0,0,0,3,0.12667059840485
"3655",53,28,61,4,0.9,"Undergrad",177,0,0,0,0,0,1,0.000970189220859379
"3656",48,22,125,1,2.4,"Undergrad",0,0,0,0,1,0,1,0.00609590862508895
"3665",48,24,43,3,1.9,"Graduate",0,0,0,0,1,0,2,0.00596748490467034
"3670",40,15,22,2,1.4,"Graduate",0,0,0,0,1,1,2,0.000237183282503563
"3671",38,14,29,4,0.4,"Graduate",0,0,0,0,1,0,2,0.00288888808786198
"3678",59,33,43,2,0.3,"Undergrad",0,0,0,0,0,1,1,0.0000266035103839754
"3683",43,17,45,2,0.7,"Undergrad",0,0,0,0,0,0,1,0.0000860385212950477
"3684",53,27,62,3,3,"Graduate",0,0,1,0,0,0,2,0.0242604469013883
"3685",57,31,51,4,1.7,"Graduate",103,0,0,0,1,0,2,0.0234665603407653
"3686",53,27,93,1,0.8,"Advanced/Professional",313,0,0,0,0,0,3,0.103897429015393
"3691",63,39,41,2,1.1,"Undergrad",0,0,0,0,0,0,1,0.0000857705228058767
"3693",57,33,64,4,2.2,"Undergrad",0,0,0,0,1,0,1,0.0006789150649113
"3697",31,5,78,2,0.2,"Undergrad",0,0,0,0,0,1,1,0.000154401194197704
"3699",38,12,59,3,0.5,"Advanced/Professional",0,0,1,1,1,1,3,0.0616024574068406
"3700",46,22,83,4,1.4,"Graduate",0,0,0,0,1,1,2,0.0324933287371097
"3703",50,25,160,4,4.3,"Advanced/Professional",410,1,0,0,0,0,3,0.986278755002564
"3705",36,11,184,2,5.1,"Graduate",0,1,0,0,0,0,2,0.9844817626721
"3712",27,1,20,4,0.4,"Undergrad",99,0,0,0,1,0,1,0.0000256349853863884
"3714",46,20,74,3,0.7,"Graduate",0,0,0,0,1,1,2,0.0109553716473121
"3718",61,37,73,3,2,"Advanced/Professional",285,0,0,0,0,0,3,0.104697160667311
"3721",63,39,131,3,2.6,"Advanced/Professional",229,1,0,0,1,0,3,0.730624516013753
"3722",32,6,13,4,0.3,"Undergrad",0,0,1,1,1,1,1,0.0000822626282692418
"3724",51,27,45,1,1.6,"Graduate",82,0,0,0,1,0,2,0.00248068943483165
"3727",39,13,43,3,0.5,"Advanced/Professional",0,0,0,0,1,0,3,0.00462791234876244
"3733",26,1,18,2,0.9,"Advanced/Professional",95,0,0,0,0,0,3,0.000904293695010865
"3739",54,28,45,3,1.4,"Undergrad",0,0,0,0,0,1,1,0.0000580138279403523
"3744",40,14,78,4,1.4,"Graduate",194,0,0,0,1,1,2,0.0305053619491101
"3746",27,3,119,1,5.4,"Undergrad",118,0,0,0,1,0,1,0.00509124313816433
"3753",55,30,82,4,1.3,"Advanced/Professional",219,0,0,0,0,1,3,0.0774370641985787
"3755",63,37,112,4,2.4,"Advanced/Professional",0,0,0,0,1,1,3,0.260538700431663
"3761",56,26,70,3,1.4,"Advanced/Professional",273,0,0,0,1,1,3,0.0189079957524518
"3766",26,0,54,3,0.3,"Advanced/Professional",0,0,0,0,1,0,3,0.0073242721864234
"3767",59,35,108,4,3.8,"Graduate",304,1,0,0,1,0,2,0.582614209233524
"3769",42,16,62,1,0.7,"Advanced/Professional",170,0,0,1,1,1,3,0.0667194997119539
"3770",29,4,134,2,3.3,"Undergrad",204,0,0,0,0,0,1,0.0327284899488113
"3775",51,26,52,4,1.8,"Advanced/Professional",0,0,0,0,1,0,3,0.019394482012391
"3778",62,37,98,1,0.9,"Undergrad",151,0,0,0,1,0,1,0.00121308648501139
"3780",53,27,64,4,2.6,"Undergrad",0,0,0,0,1,1,1,0.000226552553885607
